豌豆荚	1473526892	http://www.wandoujia.com/apps/com.inspiredart.pregnancyweightmeter	孕期体重计算器	1469536	1395676800	生活实用工具	NULL	1.3	Android 2.2.x 以上	百度手机助手	1965	0	0	-1	-1	-1	NULL	此应用程序将帮助你在怀孕期间控制体重。  应用表明*小，*优和*重量的每一天。它显示是根据您的体重指数表。你可以输入你的体重每天和优化比较。  由于这个应用程序，你可以确保你的体重是正确的。应用程序还可以帮助你不会获得太多的重量:) 以上描述中存在违反广告法的内容，自动用*代替	-1	NULL
豌豆荚	1473526892	http://www.wandoujia.com/apps/com.ipi.phonebook	e企	12549019	1468166400	效率办公	NULL	3.2.0	Android 2.2.x 以上	安卓市场	4194	0	0	-1	-1	-1	NULL	e企是基于互联网云端为集团客户提供的一体化通讯录管理和应用管理，以此向集团客户提供统一的通讯录业务应用和服务的全新业务体验。它不仅能以公司、部门为单位加载公司成员通讯录；还能自动获取联系人名片更新，确保通讯录变更的及时与准确。不仅能以照片墙的方式让公司内部成员之间彼此熟悉、了解；还能标识用户的忙闲状态，还能根据用户的拨打行为加载商家名片，将商业价值引入通讯录客户端。从而，为集团、个人、商家、运营商带来多赢与利好局面。	-1	NULL
豌豆荚	1473526892	http://www.wandoujia.com/apps/com.ishow.jianzhuwujin7	建筑五金	1440756	1388332800	其它	NULL	v1.6.1210	Android 2.2.x 以上	应用汇	770	0	0	-1	-1	-1	NULL	版本：v1.6.1210	-1	NULL
豌豆荚	1473526892	http://www.wandoujia.com/apps/com.ishow4s.dsdgc80	山东挂车	3349587	1406563200	其它	NULL	v2.5.5.0624	Android 2.2.x 以上	应用宝	556	0	0	-1	-1	-1	NULL	山东挂车建立规模化的挂车交易市场，为您提供最有价值的车辆信息！山东挂车客户端致力于为您提供最真最新最全的山东本地挂车车市场交易信息，致力于为广大山东用户打造一款免费的专业的挂车车买卖的应用软件，让您更加方便快捷地获取有价值的车辆信息。精准山东本地车辆信息，是您在挂车行业必备武器。山东挂车以最新的挂车资讯为广大客户展示一个丰富多样的信息平台。	-1	NULL
豌豆荚	1473526892	http://www.wandoujia.com/apps/com.ishow.dymm26	易买卖	683268	1441123200	购物-商城	NULL	v1.8.1.0708	Android 2.2.x 以上	沈阳志诚大道网络科技有限公司	530	0	0	-1	-1	-1	NULL	易买卖是一家经营五金建材， 水暖管材，电线电缆为主的电商服务平台。平台产品种类齐全，质量保真，价格优惠，售后完善。线上选购五金建材，首选易买卖，易买卖让您的买卖更容易，事业更轻松！	-1	NULL
豌豆荚	1473526893	http://www.wandoujia.com/apps/com.iyd.reader.book94085	骄妻养成：冷总裁的迷糊蛋	6662311	1421596800	NULL	NULL	5.8.9.25	Android 2.3.3 以上	搜狗应用市场	155	0	0	-1	-1	-1	NULL	初见夏优夜时，他十五岁，身材俊美修长，漆黑倨傲的眼眸冷冷地注视她，给她的感觉冷的像结了层厚厚的冰，浑身散发着一种疏离。本就因为湿漉漉地衣服贴在身上而冷的发抖的她，在看到他时，使她在寒冷的冬日更冷了，止不住的颤颤发抖，哆嗉。他冷冷地看着她，目光相视的刹那间，她不知所措……	-1	NULL
豌豆荚	1473526893	http://www.wandoujia.com/apps/com.jasonsoft.hardwareinfo	Hardware Info	300791	1427558400	NULL	NULL	1.3	Android 4.0 以上	应用汇	9123	0	0	-1	-1	-1	NULL	版本：1.3	-1	NULL
豌豆荚	1473526893	http://www.wandoujia.com/apps/com.jb.gokeyboard.theme.tmepurpleglow	紫色发光键盘	5466107	1426435200	NULL	NULL	3.5	Android 2.3 以上	应用宝	933	0	0	-1	-1	-1	NULL	我们知道你爱紫色，这就是为什么我们很高兴向您介绍我们最新的主题：紫色发光的键盘！- 安装时，请按照下列3个简单的步骤：下载后打开时，按“设置为活动主题”，选择从以下页面的主题！- 我们准备了令人惊异的高清屏幕截图只显示了如何真棒这会显得你的手机键盘上的！- 此主题采用GO输入法，所以如果你没有安装它，你将被重定向到一个下载页面！- 为了您的舒适，菜单为这个主题来与48个不同语言的翻译！下载紫色发光键盘中，并准备下降头以上的愈合与您的新的紫色和心灵图形显示！如果您喜欢我们的工作，花时间来评分和评论您安装后！联系我们tmestudio1@gmail.com与你们有任何的建议或问题，请访问我们的帐户，看看有什么其他的惊喜我们为您提供！本主题使用免费的字体，可以在http://fontfabric.com/age-free-font/被发现和从http://www.shapes4free.com/photoshop-custom-shapes/photoshop-hearts-shapes采取的形状/	-1	NULL
豌豆荚	1473526893	http://www.wandoujia.com/apps/com.jh.APPac67f71bc95c40ffbb2ce6924ee3f738.audio	铃声口袋	11087275	1405785600	音乐	NULL	1.4.5	Android 2.2.x 以上	百度手机助手	702	0	0	-1	-1	-1	NULL	最潮、最热、最好听、铃声口袋啥都有。你还在为手机自带铃声不好听？不够多而烦恼吗？赶快下载，改变现状乐起来，还可以赚金币哦！	-1	NULL
豌豆荚	1473526893	http://www.wandoujia.com/apps/com.jh.APPd3056e7d644047c99459bd9cdaeafc2a.news	金秀贤KMOON	13157625	1418227200	新闻阅读-搞笑	NULL	6.0.34	Android 2.1.x 以上	搜狗应用市场	3650	0	0	-1	-1	-1	NULL	金秀贤最新资讯一手掌握.kmoon交流互动聚集地 官方出品 官方微博http://weibo.com/kmoon8	-1	NULL
